Code,Term,Explanation
UMA-0778,Quruh al-Anf,"Ulcers  of  nose  which  may  be  Martub  (wet) , Khushk (dry) and ‘Afina (infected).  They are produced by the accumulation of  acute  and  morbid  humours.  Its  possible  English equivalent is nasal ulcers."
UMA-0779,Hikka al-Anf,Irritation  or  itching  of  nose  followed  by  severe  burning  of  nose.    It  is  due  to   presence  of  acute  humour  which  after  coming  in  contact  with  cold  environment  causes  burning  and  itching.  Its  possible  English equivalent is nasal irritation.
UMA-0780,Didan al-Anf,Invasion  of  phlegmatic  humour  which  causes flow of fluid mixed with blood and  maggots from the nose.  The condition is  more  common  in  summer  and  rainy  season.  Its possible English equivalent is  nasal myiasis.
UMA-0781,Bakhr al-Anf,"Bad odour from the nose.  Its causes may  be  nasal  polyps,  ulcers  of  nose,  injury  of  nose,  foreign  body  of  the  nose,  glossitis,  dental  caries  and  stomatitis.    It  may  also  be  a  complication  of  some  infectious  disease  e.g.  small  pox,  measles,  syphilis,  and  lymphadenitis.    This  is  due  to  the  upward movement of putrified gases from  chest  and  lungs  to  nose.    Its  possible  English equivalent is ozaena."
UMA-0782,Natn al-Anf,Same As Bakhr al-Anf.
UMA-0783,Radd al-Anf,Contusion  or  crushing  of  nose  due  to  injury  in  which  the  bone  and  cartilage  of  nose  is  broken.    Its  possible  English  equivalent is nasal trauma.
UMA-0784,Ru‘af,"Bleeding  from  nose.    It  may  be  due  to  congestion,  injury,  during  the  Buhran  (critical  phase  of  disease)  of  disease.   Other  causes  include  presence  of  acute  humours and increased pressure of blood.   Its  possible  English  equivalent  is  epistaxis."
UMA-0786,Urbiyan al-Anf,Same as Bawasir al-Anf.
UMA-0787,‘Utas,"A  type  of  reflex  movement  that  occurs,  when  the  body  tries  to  eliminate  some  irritant substance from nose and mouth.  It  can    be  due  to  two  factors  i.e.  external  such  as  dirt,  dust  and  internal  due  to  involvement  of  brain  e.g.  impaired  temperament of brain. Its possible English  equivalent is sneezing."
UMA-0788,Qadha al-Anf,"Presence  of  foreign  body  in  the  nasal  cavity.    It  can  be  living  e.g.  mosquito,  flies  etc.  and  non-living  e.g.  seeds,  peas  etc."
UMA-0789,Jafaf al-Anf,A  condition  in  which  there  is  severe  dryness  in  the  nose  after  high  fever  and  tuberculosis.    It  is  sometimes  due  to  mucilaginous  material  which  dries  because  of  inspiratory  air.  Its  possible  English equivalent is rhinitis sicca.
UMA-0790,Zukam,"Flow of fluids from brain towards nose.  It  is  due  to  exposure  to  hot  or  cold  environment  internally  and  externally.    It  is  of  two  types  Harr  (acute)  and  Barid  (chronic).  Acute type is characterized by  redness  of  face,  fever,  frequent  discharge  from  nose,  nasal  sound,  and  irritation  of  nose.    Chronic  type  is  characterized  by  cold discharge from nose, itching, oedema  of  face,  blockage  of  nose  with  nasal  sound.   Its possible English equivalent is  coryza."
UMA-0791,Inhiraf Fasil al- Mankharayn,Deviation of nasal septum on either sides.   It is of two types: Khilqi (congenital) and  Iktisabi  (acquired).    Its  possible  English  equivalent is deviated nasal septum.
UMA-0793,Iltihab al-Anf,Inflammation  of  mucous  membrane  of  nose.  Its  possible  English  equivalent  is  rhinitis.
UMA-0794,Iltihab Tajawif al- Anf,"Inflammation  of  paranasal  sinuses.    This  condition  may  be  purulent,  non-purulent,  acute  and  chronic.  Depending  on  the  site  of  involvement  it  is  known  as  ethmoidal,  frontal,  maxillary  or  sphenoidal  sinusitis.   Its possible English equivalent is sinusitis."
UMA-0795,Iltihab al-Anf Hadd,Acute  inflammation  of  nasal  mucosa.  Its  possible  English  equivalent  is  acute  rhinitis.
UMA-0796,Iltihab al-Anf  Muzmin,Chronic inflammation of nasal mucosa. Its  possible  English  equivalent  is  chronic  rhinitis.
UMA-0797,Iltihab al-Anf  Dumuri,Chronic  inflammation  of  nasal  mucosa  marked  by  wasting  of  mucous  membrane  and  the  glands.  Its  possible  English  equivalent is atrophic rhinitis.
UMA-0798,Iltihab al-Anf  Takassuri,Chronic inflammation of nasal mucosa in  which the membrane thickens and swells.  Its  possible  English  equivalent  is  hypertrophic rhinitis.
UMA-0799,Waram al-Lisan,Inflammation of tongue which may be due  to various causes but the most common is  the  accumulation  of  viscous  fluids  on  the  tongue.  Its  possible  English  equivalent  is  glossitis.
UMA-0800,Hurqa al-Lisan,"Burning  sensation  of  tongue  that  may  be  due to infiltration of acute humour, intake  of  spicy  foods,  predominance  of  heat  in  brain  and  stomach.  Its  possible  English  equivalent is glossopyrosis"
UMA-0801,Hikka al-Lisan,Severe itching of tongue due to  infiltration of sharp  humours from the brain or their progression from the  stomach. Its possible English equivalent is pruritus  tongue.
UMA-0803,Istirkha’ al-Lisan,"A  condition  where  the  tongue  becomes  flaccid,  there  is  increased  salivation  and  patient  feels  difficulty  in  speaking.  Its  possible  English  equivalent  is  glossoptosis."
UMA-0804,Butlan al-Dhawq,Complete  loss  of  sense  of  taste.  It  is  a  condition in which the patient can neither  differentiate  between  hot  and  cold  nor  sweet  and  sour  taste.  It  is  due  to   accumulation  of  fluids  in  the  nerves  supplying the tongue.  Its possible English  equivalent is ageusia.
UMA-0805,Fasad al-Dhawq,Impairment  of  the  sense  of  taste.  It  is  a  condition  in  which  the  patient  feels  a  bitter  taste  of  everything.  It  is  due  to  the  predominance  of  yellow  bile  on  the  tongue.  Sometimes  patient  feels  saline  taste  due  to  the  preponderance  of  saline  phlegm.  Its possible English equivalent is  dysgeusia.
UMA-0806,‘Izam al-Lisan,Enlargement  of  tongue  without  inflammation  because  of  which  tongue  usually  protrudes  out  of  the  mouth.  It  is  due  to    accumulation  of  fluids  in  the  tongue.  It  is  of  two  types:  congenital  and  acquired.    Its  possible  English  equivalent  is megaloglossia/macroglossia.
UMA-0807,Thiql al-Lisan,"Heaviness  of  tongue  caused  by  spasm  due  to  dryness,  flaccidity,  paralysis,  meningitis,  tongue  tie  and  hard  swelling  or  tumour  of  the  tongue.  The  condition leads to speech disorders and the affected  person suffers from Taghayyur e kalaam (inability to  pronounce words clearly and with ease).  Its possible  English equivalent is glossopathy."
UMA-0808,Difda‘ al-Lisan,A type of hard growth or cyst on the under surface of  tongue resembling frog due to which patient cannot  speak  properly.    Its  possible  English  equivalent  is  ranula.
UMA-0809,Shuqaq al-Lisan,Elongated  furrow/fissure  of  the  tongue  due to dry impaired temperament of head  and  mouth  which  causes  irritation  and  burning while eating. It can also be due to  the  involvement  of  stomach.  Putrified  gases from the stomach dry up the tongue  causing  fissures.    Its  possible  English  equivalent is fissures of tongue.
UMA-0811,Da’ al-Hafr,Same as Hafr al-Asnan wa’l Qalh.
UMA-0812,Dal‘ al-Lisan,Protrusion of tongue due to inflammation  and  swelling  or  asphyxia.    Its  possible  English equivalent is glossopathy.
UMA-0813,Buthur al-Fam,Eruptions  of  the  tongue  caused  by  predominance  of  Safra’  (yellow  bile)  in  blood.  It causes severe pain and difficulty  in eating.  Its possible English equivalent  is papular stomatitis.
UMA-0814,Akila al-Fam,"Deep ulcers of mouth commonly found in  children.  It covers large part of mouth in  a  short  span  of  time.    Its  cause  is  the  presence  of  putrified,  irritant,  acrid  and  corrosive humour which infiltrate towards  gums from head.  This is characterized by  foetid breath, burning and pain of mouth,  coated  tongue,  nausea,  vomiting  etc.    Its  possible  English  equivalent  is  cancrum  oris."
UMA-0815,Kathra al-Lu‘ab,Involuntary  secretion  of  saliva  during  sleep.    It  is  caused  by  hot  and  wet  impaired  temperament  of  stomach.    Its  possible  English  equivalent  is  sialorrhoea.
UMA-0816,Bakhr al-Fam,Foul  smell  from  the  mouth  due  to   involvement of stomach.  It is caused due  to the abnormal heat and putrified phlegm  in  the  stomach  and    characterized  by  blackish  discoloration  of  teeth.    It  may  also  be  caused  by  ulcers  of  gums  and  dental  caries.    Its  possible  English  equivalent is halitosis.
UMA-0818,Hikka al-Hanak,"Itching of palate due to heat of brain and  stomach  along  with  the  infiltration  of  saline  phlegm  at  the  onset  of  cold  and  coryza.    It  is  characterized  by  dryness  of  nostrils, nausea, vomiting etc. Its possible  English equivalent is itchy palate."
UMA-0819,Waram al- Shafatayn,Inflammation  of  lips  caused  by  accumulation  and  predominance  of  putrified  humours.    Its  possible  English  equivalent is cheilitis.
UMA-0820,Buthur al-Shafatayn,A  cluster  of  eruptions  occurring  at  the  angles of lips after fever or other illnesses.   It  is  caused  by  the  predominance  of  yellow  bile  and  blood.    Its  possible  English  equivalent  is  herpes  labialis/herpes febrilis.
UMA-0821,Quruh al-Shafatayn,Ulceration  of  the  papules  of  lips.    Its  possible  English  equivalent  is  ulcers  of  lips.
UMA-0822,Bawasir al- Shafatayn,"A  type  of  growth  occurring  at  the  lower  lip.  The shape of this growth is similar to  that  of  a  pendunculated  polyp  or  black  coloured mulberry or small grape which is  blue  in  colour,  It  is  usually  painless.    It  can spread to both lips and other parts of  face.    Its  cause  is  the  burnt  blood  which  accumulates  under  the  skin  after  rupture  of  the  vessels.  It  causes  aversion  of  lips  outside.  It can be benign or malignant in  nature.    Its  possible  English  equivalent  is  epithelioma of lips."
UMA-0823,Bayad al-Shafatayn,White  discoloration  of  lips.    It  is  caused  by predominance of phlegmatic fluids and  decreased heat of the organs of the body.  Its  possible  English  equivalent  is  vitiligo  of lips.
UMA-0824,Ikhtilaj al- Shafatayn,Trembling of lips  due to involvement of stomach  which is accompanied with nausea.  It can also be  due to the involvement of nerve which supplies lips.  Tremors  and  facial  paralysis  are  its  prodormal  symptoms.  Its  possible  English  equivalent  is  trembling of lips.
UMA-0826,Taqallus al- Shafatayn,A congenital abnormality of lips in which  the  upper  lip  is  contracted  upwards  otherwise  it  may  be  due  to  spasm  either  evacuative  or  congestive.    Its  possible  English equivalent is contracture of lips.
UMA-0827,Tashaqquq al- Shafatayn,Cracking  of  lips  due  to  dryness.    Its  possible  English  equivalent  is  cracked  lips.
UMA-0828,Shaquq al- Shafatayn,Same as Tashaqquq al-Shafatayn.
UMA-0829,Iltihab al-Fam  Buthuri,Inflammation  of  mouth  characterized  by  the  presence  of  inflammatory  patches  on  the  mucous  membrane  of  mouth.  Its  possible  English  equivalent  is  follicular  stomatitis .
UMA-0830,Iltihab al-Fam  Quruhi,Inflammation  of  mouth  marked  by  ulcers  of  the  mouth.  Its  possible  English  equivalent is ulcerative stomatitis.
UMA-0831,Iltihab al-Ghudda  al-Riqiyya,Inflammation  of  salivary  glands.    Its  possible English equivalent is sialadenitis.
UMA-0832,Waja‘ al-Asnan,"Pain of the teeth which may be due to (1)  hot  impaired    temperament  with  swelling  (2)cold  impaired  temperament  of  teeth  or  its  nerve  (3)  involvement  of  stomach/accumulation  of  stomach  with  putrified  humours  (4)  dental  caries  (5)  cold  and  coryza  (6)  decay  of  teeth.  According  to  Jalinus  (Galen),  teeth  have  also  got  sensation  and  thiswas  supported  by  Ibn  Sina  (Avicenna)  and  other  medieval  physicians  also.    Its  possible  English  equivalent  is  odontolgia/  toothache."
UMA-0833,Tazayyud al-Asnan,Increase in the level of teeth which can be  due  to  inflammation.When  this  inflammation  is  Damwi  (Sanguineous)  in  nature  the  increase  is  accompanied  with  pain.    When  the  inflammation  is  Damwi  (sanguineous)  in  nature  the  increase  is  accompanied  with  pain.    When  the  inflammation is Balghami (phlegmatic) in  nature  this  increase  will  be  without  pain.  Its  possible  English  equivalent  is  odontitis.
UMA-0835,Taghayyur Lawn al- Asnan,"Discolouration  of  teeth  caused  by  the  infiltration  of  morbid  humours  in  the  teeth.    In  this  condition  colour  of  teeth  becomes blue, violet, or yellow depending  on  the  humour  involved.    Its  possible  English  equivalent  is  discolouration  of  teeth."
UMA-0836,Sarir al-Asnan,"Grinding  of  teeth  during  sleep.    The  condition  usually  occurs  in  children  and  subsides during adolescence.  It is caused  by the weakness of muscles of jaws.  It is  a  prodromal  symptom  of  paralysis,  facial  paralysis  or  epilepsy  as  there  is  an  accumulation  of  fluid  in  nerves.    The  condition  also  occurs  due  to  worm  infestation, as morbid humours irritate the  brain.    It  may  also  occur  in  severe  pain.   Its  possible  English  equivalent  is  odontoprisis."
UMA-0837,Taharruk al-Asnan,"Loosening  of  teeth  caused  by  old  age,  trauma,  acute  inflammation  of  the  gums,  general debility, anaemia, decay of gums,  flaccidity of muscles.  Its possible English  equivalent is odontoseisis."
UMA-0838,Suqut al-Asnan,"Falling of teeth caused by old age, trauma,  anaemia etc."
UMA-0839,Ta’akkul al-Asnan,"Decaying  of  teeth  due  to  old  age,  predominance  of  dryness  and  putrified  humours.    Its  possible  English  equivalent  is dental caries."
UMA-0840,Tafattut al-Asnan,Breaking of teeth.
UMA-0841,Tanaqqub al-Asnan,Cavities  formed  in  the  teeth  due  to  the  presence  of  putrified  humours.It  is  an  advance stage of dental caries  Its possible  English equivalent is dental cavities
UMA-0843,Dirs,Insensitivity of teeth due to astringent and  sour  humour  which  causes  roughening  of  teeth.    Its  possible  English  equivalent  is  dental anaesthesia.
UMA-0844,Dhahab Ma’ al- Asnan,Increased  sensitivity  of  teeth  due  to  loss  of  its  upper  most  covering.    In  this  condition  there  is  increased  sensation  to  cold  and  hot  things.    Its  possible  English  equivalent is  dental hyperaesthesia.
UMA-0845,Takassur al-Asnan,Same as Tafattut al-Asnan.
UMA-0846,Dud,Worm
UMA-0847,Didan,The plural of Dud.
UMA-0848,Dud al-Asnan,A  condition  in  which  pain  of  the  teeth  is  caused by the presence of worms in them.  It may damage the roots of teeth.
UMA-0849,Qadih,Same as Dud al-Asnan.
UMA-0850,Waram al-Litha,"Inflammation of gums that can be of three  types:  Harr  is  characterised  by  severe  pain, Humra has severe pain, burning and  redness of gums.  Balghami has less pain  and  white  swollen  gums.    Its  possible  English equivalent is gingivitis."
UMA-0851,Litha Damiya,Bleeding  from  the  gums  due  to  the  weakness to the digestive faculty of gums  because  of  which  gums  cannot  use  the  blood  for  their  nutrition.    Its  possible  English equivalent is bleeding gums.
UMA-0852,Quruh al-Litha,Ulcers  of  the  gums  which  are  of    two  types    (1)  simple  ulcers  (2)  infected  ulcers.    Its  possible  English  equivalent  is  gingival ulcers.
UMA-0853,Nawasir al-Litha,"Perforating ulcers of the gums from which  there  is  continuous  discharge  of  pus  due  to  inadequate  dental  hygiene.    In  this  condition,  gums  become  spongy  and  swollen.  Its possible English equivalent is  pyorrhoea alveolaris."
UMA-0854,Istirkha’ al-Litha,Flaccidity  of  the  gums  in  which  they  become  spongy.    Its  possible  English  equivalent is spongy gums.
UMA-0856,Taqayyuh al-Litha,Formation of pus in the gums. Its possible  English equivalent is pyorrhoea.
UMA-0857,Bolas,of  gums  in  between  the   Hypertrophy  teeth  is  known  as  Bolas.    This  is  treated  surgically by removing the excess growth  of gums. Its possible English equivalent is  gingival hypertrophy.
UMA-0858,Farulas,A small abscess on the gums.  It should be  punctured  to  remove  pus  from  it.  Its  possible  English  equivalent  is  gingival  abscess.
UMA-0859,Du‘f al-Bah,A kind of weakness or reduction of sexual  derive  which  is  accompanied  with  improper  erection  of  penis  and  lack  of  sexual  desire  leading  to  less  enjoyment  and  premature  ejaculation.    Its  possible  English  equivalent  is  anaphrodisia/  loss  of libido.
UMA-0860,Istirkha’ al-Qadib,It is the flaccidity of penis.
UMA-0861,Sur‘a al-Inzal,A  condition  in  which  semen  ejaculates  before  or  just  after  insertion  of  penis  or  rarely  on  friction  with  clothes.    Its  possible  English  equivalent  is  premature  ejaculation.
UMA-0862,Kathra al-Shahwa,A  condition  in  which  sexual  desire  increases  beyond  the  normal  limit.    Its  possible  English  equivalent  is  increased  libido.
UMA-0863,Jarayan,An  abnormal  uncontrolled  emission  of  semen  with  erotic  thoughts  or  during  passing  of  urine  and  stool.    Its  possible  English equivalent is spermatorrhoea.
UMA-0864,Kathra al-Ihtilam,It  refers  to  a  condition  in  which  a  man  ejaculates  when  he  dreams  of  erotic/exciting  images  when  he  is  asleep.  It  is  normal  if  occurs  once  or  twice  in  a  week  during  adolescence  and  in  early  young  adults.    Its  possible  English  equivalent  is  excessive  nocturnal  emission.
UMA-0865,Farismus,A  condition  in  which  penis  remains  in  erection irrespective of sexual activity. Its  possible English equivalent priapism.
UMA-0866,Farmisyus,Same as Farismus.
UMA-0868,‘Aquna,"A  rare  condition  where,  penis  and  cervix  (in  female)  pulsates.  In  males  acute  inflammation causes tension in testes and  strong erection in penis."
UMA-0869,Ikhtilaj Tanasuli,Same as‘Aquna.
UMA-0870,‘Adhyut,Passing of stool during sexual intercourse  due  to  weakness  of  anal  opening.  It  is  commonly  found  in  people  with  strong  sexual desires.
UMA-0871,‘Adhita,Same as‘Adhyut.
UMA-0872,Waram al- Khusyatayn,"An inflammatory condition of testes. It is  of  3  types:  Waram  Harr,  Waram  Barid,  and  Waram  Sulb.  Waram  Harr  is  accompanied with pain, burning, swelling,  redness  and  heat.  In  Waram  Barid  swelling  is  soft,  whitish  and  comparatively  less  pain.  In  Waram  Sulb  swelling is hard and blackish in colour. Its  possible English equivalent is orchitis."
UMA-0873,Waram al- Unthayayn,Same as Waram al-Khusyatayn.
UMA-0874,Waja‘ al-Khusya  wa’l Qadib,"Pain of testes and penis due to Su‘-i- mizaj  Harr,  Su‘-i-  mizaj  Barid,  Ladha‘  ‘Asabi  and Darba-o-Saqta. Pain resulting to Su‘- i-  mizaj  Harr  is  accompanied  with  warm  and  burning  sensation;  in  Su‘-i-  mizaj  Barid  pain  is  relatively  mild  with  numbness.  If  Ladha‘  ‘Asabi  is  the  cause  there  will  be  tension  without  heaviness.  Its  possible  English  equivalent  is  orchalgia."
UMA-0875,Waram al-Qadib,An Inflammation of penis.
UMA-0876,Shuqaq al-Qadib,Fissures on penis.
UMA-0877,Quruh al-Khusya  wa’l Qadib,"These  are  the  ulcers  of  testes  and  penis.  They  can  be  infected  if  they  are  present  inside  the  penis  and  may  cause    burning  micturition,  dysuria,  haematuria  and  pyuria.  Its possible English equivalent is  ulcers of testes and penis."
UMA-0878,Hikka al-Qadib,Itching  of  penis  due  to  involvement  of  irritant  and  abnormal  humours.    Its  possible  English  equivalent  is  penile  pruritus.
UMA-0880,I‘wijaj al-Qadib,Bending  of  penis  due  to  stretching  and  contraction of penis followed by flaccidity  of  muscles  on  opposite  side  may  rarely  occur due to spasm and inflammation. Its  possible English equivalent is chordee.
UMA-0881,‘Izam al- Khusyatayn,Enlargement  of  testes  without  inflammatory  signs  which  stops  normal  production  of  semen  and  hinders  other  activities.  Its possible English equivalent  is hypertrophy of testes.
UMA-0882,Sighar al- Khusyatayn,"A  condition  in  which  the  size  of  testes  decreases  and  it  shrinks  and  ascends  toward  Iliac  fossa,  causes  pain  and  hinders  the  activities.  Sometimes  it  ascends  up  to  the  peritoneum  resulting  in  dysuria and dribbling of urine. Its possible  English equivalent is testicular atrophy."
UMA-0883,Istirkha’ al-Safan,Flaccidity of scrotum.
UMA-0884,Dawali al-Safan,A condition in which dilatation of veins in  and  around  the  scrotum  causes  strong  pulsation  in  veins.    Its  possible  English  equivalent is varicocele.
UMA-0885,Salaba  al-Safan,Firmness of scrotum.
UMA-0886,Qarw Ma’i,Accumulation  of  fluid  in  the  scrotal  sac.  Its  possible  English  equivalent  is   hydrocele.
UMA-0887,Qarw Damwi,Accumulation  of  blood  due  to  trauma  in  the  scrotal  sac.  Its  possible  English  equivalent is  haematocele.
UMA-0888,Ubna,It  is  also  called  ‘Illa  al-Mashayikh  (diseases  of  elderly)  in  which  a  man  is  sexually  attracted  to  people  of  same  sex  and  involved  in  anal  sex.  Its  possible  English equivalent is homosexuality.
UMA-0889,Band Kushad,In  this  condition  where  opening  of  penis  is  widened  than  normal  and  results  in  sexual  weakness  and  premature  ejaculation  which  is  caused  by  excessive  intercourse and gonorrhoea.
UMA-0891,Qila Ma’iyya,"It  is  of  three  types:  (a)  Ghimdi  (scrotal  hydrocele)  in  which  fluid  accumulate  in  tunica  vaginalis  testis/  tunica  dar’tos  (b)  Khilqi  when  fluid  accumulate  in  cavities  of  inguinal  canal  and  infiltrates  into  abdominal  cavity  on  putting  pressure  and  revert  when  pressure  is  released.(c)  Kisi,(encysted  hydrocele  )  when  fluid  accumulates    in  separate  sac  instead  of  whole covering."
UMA-0892,Irtifa‘ al-Khusya,A  congenital  anomaly  where  testes  don’t  descent  into  scrotum.  The  condition  may  also be acquired due to some pathological  condition.  Its  possible  English  equivalent  is undescended testes
UMA-0893,Taqallus al-Khusya,Shrinking  of  testes  due  to  cold.  Its  possible  English  equivalent  is  testicular  atrophy.
UMA-0894,Tha’alil al-Dhakar,Growth of warts on the penis. Its possible  English equivalent is penile warts.
UMA-0895,Ghayut,Same as Adhyut.
UMA-0896,Madhi,A  sticky  secretion  secreted  involuntarily  during  foreplay.  Its  possible  English  equivalent is prostatic fluid.
UMA-0897,Wadi,A  watery  secretion  which  is  secreted  before or after urination in males.
UMA-0898,Su’ Mizaj al-Rahim,"Derangement  in  the  temperament  of  uterus  due  to  predominance  of  hot,  cold,  dry and moist state, which may be simple  or  humoural,  resulting  in  the  impaired  function and diseases of uterus."
UMA-0899,Sal‘a al-Rahim,A  tumour  growing  from  the  body  of  uterus.  It  is  prevalent  in  women  aged  between  30  to  50  years.    Its  possible  English equivalent is uterine tumour.
UMA-0901,‘Izam al-Rahim,"In  this  condition  uterus  increases  in  size,  its cavity becomes broad and uterine walls  becomes  thickened  due  to  uterine  diseases,  displacement  of  uterus,  prolonged lactation and retention of some  part of placenta or blood within the uterus  during  delivery.    Its  possible  English  equivalent is  bulky uterus."
UMA-0902,Tashahhum al- Rahim,"Abnormal presence of fatty component in  the  uterus,  compresses  its  muscles,  ligaments,  and  nerves  resulting  in  the  weakness of uterus due to improper blood  It    also  affects  the   and  nerve  supply.  normal functions of uterus."
UMA-0903,Istisqa’ al-Rahim,"Excessive  accumulation  of  fluid  in  the  uterus  due  to  weakness  in  the  expulsive  faculty,  retention  of  menstrual  bleeding  containing  yellowish  fluid,  predominance  of  phlegm  or  fluid  in  blood,  weak  innate  heat of the body and physical strength and  impaired function of kidney and liver. Its  possible  English  equivalent  is  hydrometra."
UMA-0904,Insidad Fam al- Rahim,"Obstruction  in  external  opening  of  cervix  due  to  tumour  or  any  abnormal  growth,  adhesion,  stricture  and  coagulation  of  thick  and  mucilaginous  fluid  may  cause  amenorrhoea  or  dysmenorrhoea.    Its  possible  English  equivalent  is  cervical  stenosis."
UMA-0905,Inghilaq al-Rahim,"In this disease the cervix is blocked which  prevents  insertion  of  any  foreign  body  to  uterus  due  to  blockage  of  cervix,  acute  and  chronic  inflammation,  mucosal  plug,  fibroid and any abnormal growth, tumour  and  fibrosis  after  healed  uterine  ulcers.Its  possible  English  equivalent  is    cervical  stricture."
UMA-0906,Natn al-Rahim,"Foul  smelling  yellowish  discharge  from  uterus due to discharge of acidic humours,  uterine  ulcers,  foetal  infection,  difficult  labour,  leucorrhoea  and  excessive  intake  of hot and corrosive medicines."
UMA-0908,Isqat,Expulsion  of  foetus  before  the  viability  period.  Its  possible  English  equivalent  is   abortion.
UMA-0909,Isqat ‘Adi,Three  or  more  consecutive  spontaneous  abortions.  Its possible English equivalent  is  habitual abortion.
UMA-0910,Iltihab Khusya al- Rahim,An  inflammation  of  one  or  both  (rarely)  ovaries  predominantly  the  right  one.  Its  possible English equivalent is  oophritis.
UMA-0911,Waja‘ Khusya al- Rahim,"In  this  condition,  severe  neurotic  type  of  pain  occurs  in  ovaries  and  pelvic  cavity  due  to  weakness  and  impaired  temperament  ,hysteria,  excessive  coitus,  incomplete  orgasm,  excessive  heat  and  cold,  hard  work  and  excessive  intake  of  spicy and citrus food. Its possible English  equivalent is  ovarian pain."
UMA-0912,Khuruj Khusya al- Rahim,"Displacement of one or both ovaries from  its original place to anywhere anteriorly or  posteriorly or towards either side of uterus  and  even  in  the  cavity  of  inverted  uterus.  It  can  move  along  the  ligament  of  uterus  towards  inguinal  canal,  even  in  inguinal  region  and  vulva.  Its  causes  may  be  diseases  of  uterus  and  vagina,  loosening  in  the  ligaments  of  uterus,  vagina  and  ovaries.  Other  causes  include  displacement or prolapse, inversion of the  uterus  and  post  delivery.    Its  possible  English  equivalent  is    displacement  of  ovaries ."
UMA-0913,Istisqa’ Khusya al- Rahim,"Accumulation  of  white  or  reddish  mucilaginous fluid within the covering of  ovaries.  This  filled  sac  ascends  from  pelvic  cavity  to  abdominal  cavity  and  remained  there.  The  disease  usually  occurs  in  married  women  aged  between  30-40  years  having  uterine  diseases  and  sterility.  It  may  be  due  to  weakness  of   ovaries,  impaired  blood,  responsible  for  inflammation  and  malnutrition.  Its  possible  English  equivalent  is    ovarian  cyst."
UMA-0915,Ghisha’ Khusya al- Rahim Kadhib,A  firm  membrane  developing  on  outer  surface of ovaries either by transformation  of  chronic  oophritis  into  ulcers  or  secretion  of  thick  or  watery  substances  from uterus to ovaries.
UMA-0916,Tasaghghur Khusya  al-Rahim,"Reduction  in  the  ovarian  size  due  to  shrinkage  of  tissue.  It  is  divided  into  two  types:  Tasaghghur  Khusya  al-Rahim  Khilqi  (hypoplastic  ovary)  and  Tasaghghur  Khusya  al-Rahim  Iktisabi  (acquired atrophy). Acquired atrophy may  be  due  to  several  reasons  such  as  complete, absent or reduced blood supply,  impaired assimilation power and nutrition,  gonorrhoea, and tuberculosis.  Its possible  English equivalent is atrophy of ovaries."
UMA-0917,Iltihab al-Qadhif,Inflammation  of  fallopian  tubes  which  extends  up  to  the  ovaries.  It  may  be  unilateral or bilateral and is of two types:  acute  and  chronic.Its  possible  English  equivalent is salpingitis.
UMA-0918,Ta’akkul al-Qadhif,"Formation  of  lesion  in  fallopian  tube  due  to  inflammation,  syphilitic  and  gonorrhoaeal  infection  resulting  in  corrosion  followed  by  damage  to  the  fallopian  tube.  In  some  cases  lesion  may  be  formed  as  a  result  of  surgical  interference  and  impairment  of  blood.  Its  possible  English  equivalent  is  ulcerative  salpingitis."
UMA-0919,Sal‘a al-Qadhif,Tumour arising from the fimbriated end of  the  fallopian  tube.  Its  possible  English  equivalent is tumour of fallopian tubes.
UMA-0920,Insidad al-Qadhif,"A  condition  where  one  or  both  fallopian  tube  get  obstructed  resulting  in  difficulty  in  conception  or  sterility.  Obstruction  occurs  due  to  shrinking  of  muscles,  stricture  after  uterine  diseases,  abnormal  growth,  compressed  fallopian  tube,  syphilitic  and  gonorrohoeal  infection.  Its  possible  English  equivalent is obstruction of fallopian tubes."
UMA-0921,Inshiqaq al-Qadhif,"Rupture  of  fallopian  tubes  due  to  injury,  ectopic  pregnancy,  and  impaired  blood  supply.  Its possible English equivalent is  rupture of fallopian tubes."
UMA-0923,Yaraqan al-Haml,Yellow  discoloration  of  eyes  and  skin  due to  the  infiltration  of  non-infected  yellow bile towards the skin during pregnancy.  Its possible  English  equivalent  is  jaundice during pregnancy.
UMA-0924,Namla al-Haml,Transmission  of  herpetic  infection  that  may  be  transmitted  to  the  foetus  during  delivery.
UMA-0925,Kathra al-Nafas,Excessive lochial discharge following the  birth  of  the  baby  caused  by  cessation  of  faculties.
UMA-0926,Wus‘a Fam al- Rahim,Widening  or  dilatation  of  cervical  orifice  due  to  relaxation  of  nerves.  Its  possible  English  equivalent  is  cervical  incompetence.
UMA-0927,Raja’,A  condition  in  which  a  woman  may  develop  all  the  symptoms  of  pregnancy  accompanied  by  a  growth  in  uterus  but  there is actually no pregnancy. Its possible  English  equivalent  is  pseudocyesis/  pseudopregnancy.
UMA-0928,‘Usr al-Wilada,"Difficult  labour.  The  etiology  of  difficult  labour  is  either  foetal  or  maternal.  Foetal  causes  include  large  sized  baby,  foetal  malpresentations,  foetal  abnormalities  or  foetal  death  and  multiple  pregnancies.  Its  possible  English  equivalent  is  difficult  labour/dystocia."
UMA-0929,Talq,"Change  in  the  maternal  temperament  during  pregnancy  or    childbirth.    It  is  severe  in  primigravida,  women  with  dry  temperament and fatty women."
UMA-0930,Wadhi,A  watery  secretion  secreted  after  intercourse in females.
