Code,Term,Explanation
Z18,Neṟṟicūlai Vātam,"Glucoma It is characterized by pain in the eye, eyebrows, nostrils and larynx causing ulceration, severe pain in the arm, foot and body organs, loss of sleep. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and"
Z19,Karṉa Cūlai Vātam,"Pustular otitis media It is characterized by tinnitus, ear ache, thirsty, un easiness in mind, mood disorder and sometimes stroke. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
Z20,Cevipaṭuvātam,"Secretin otitis media It is characterized by hearing of sounds produced by tides, mucous discharge, ear block, which is released by coughing, ear ache. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
Z21,Pakka Vātam,"Incomplete hemiplegia It is characterized by inability to move, increased pain in the body, seizure, excessive sweat, dryness. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z22,Pakṣavātam,"Complete Hemiplegia It is characterized by inability of movements, unable to swallow, excessive salivation, unable to inflate, unable to do anything properly. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z23,Pēy Vātam,"Inflammation and numbness in the body below the head It is characterized by pain and swelling present all over the body, restricted movements, sometimes vomiting, giddiness, fainting. It is explained by increased vali and aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z24,Pirāṇālaya Vātam,"Aggrevation of vatham and emasciation leading to death It is characterized by pain throughout the body, pallor, weakness present in upper and lower limbs, emaciation, shivering. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected"
Z25,Calastampa Vātam,"Strangury with severe constipation due to vatha It is characterized by pain present during micturition, ulcer, sometime decrease urination, nervousness. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z26,Cantu Vātam,"Polyarthritis It is characterized by pain present all over the joints, inflammation present in the joints, physically depressed, dryness present in the mouth and tongue, sometime faintness, painful extremities, sometimes ulceration may present. It is explained by incre"
Z27,Cakaṉa Vātam,"Cervical spandylosis It is characterized by pain present in the back of the neck, sometimes up to hips, body becomes heavier, burning sensation present in the eyes. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affe"
Z28,Aṟputa Vātam,"Facial palsy (trigeminal neuralgia) It is characterized by sudden onset with symptoms like angry, crying, biting, etc., unable to talk properly, unable to swallow, sometimes deviation of the angle of mouth, excessive salivation, tingling sensation present in the affected side. It is explain"
Z29,Uraka Vātam,"Bells palsy It is characterized by the symptoms like loss of wrinkling, unable to frown, tremble present in the head, sometimes body become cool, fatigue, weakness, dullness. It is explained by increased aiyam along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Ce"
Z30,Urakāri Vātam,"Liver abscess It is characterized by loss of appetite, if the person is hungry unable to consume food, dis orientation, swelling present in the liver, loss of hair, sometimes internal bleeding, chest pain, death may occur. It is explained by increased vali later than a"
Z31,Asvatampa Vātam,"TB spine It is characterized by pallorness of the body, feeling pain throughout the body, cough, fever, cold, excessive body weight, pricking pain present in the body. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr"
Z32,Pācattampa Vātam,"Aggrevation of vatham and aggrevation of pittham causing palpitation and increase of pittha in muscu It is characterized by laziness, pricking pain all over the body, dryness present in the mouth, loss of appetite, sometimes faint. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z33,Nēttira Pavuttiravātam,"Carotic carvernosus It is characterized by breathlessness, pain present in the fore-head, brow and ears, sometimes all over the body, unable to stand, restricted movements, dizziness, unwanted noise heard in the ear. It is explained by increased vali. Among the seven Uṭaṟtāt"
Z34,Taṇṭaka Vātam,"Lumbar spondyloris It is characterized by pain present in the back of the spine, the pain is due to doing wrong yoga posture, unable to bent properly, pain may aggravate during movements. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, K"
Z35,Aṣṭa Tantira Vātam,"Tetanus It is characterized by uncomfortable feeling throughout the body, restricted movements, unable to open eyes, tendency of biting, excessive salivation, body looks like corpse. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr,"
Z36,Vacaṉā Vātam,"Grandmal epilepsy It is characterized by pain present all over the body, feeling of sadness, having the qualities like respecting elders, stands on the side of bad qualities, sunken eyes, patient falls due to unconscious, but physically fit. It is explained by increased va"
Z37,Makā Vātam,"Pernicious Anaemia It is characterized by loss of appetite, pain present in the stomach region, decrease urination and stool passage, weakness, emaciation, yellow discoloration of the body. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr g"
Z38,Mirut Vātam,"Crohns disease It is characterized by pain present all over the body sometimes it disappears, burning sensation present in the stomach, constipation, bleeding, weakness present in both extremities, mental sickness. It is explained by increased vali along with Aẕal. Amo"
Z39,Utara Vātam,"Gastric malignancy It is characterized by pain in the stomach causing vomiting, unable to swallow, feeling of lump present in the throat, sometimes stroke may cause, excessive discharge of tears, weakness, when the disease gets worsen there may be possibility of expulsion o"
Z40,Mūttira Utira Vātam,"Bladder carcinoma It is characterized by spontaneous urination, feeling of heaviness present in the chest, inflammation, insomnia, pallor, pain present in the stomach, heaviness present in the abdomen. It is explained by increased vali with Aẕal. Among the seven Uṭaṟtātukk"
Z41,Cukkila Vātam,"Prostatic carcinoma It is characterized by emaciation, incontinence of urine and stools, nasal bleeding, breathlessness, foul smell urine, unhappiness. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affect"
Z42,Cavviraṅka Vātam,"Aggrevation of vatha and dyspepsial symptoms It is characterized by blackish discoloration of skin, burning sensation, vomiting, nausea after seeing food, heart burn, frequent sleep. It is explained by increased vali with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets a"
Z43,Ūrttuva Vātam,"Congestive cardiac failure It is characterized by excessive breathing, pain in stomach and hips, presence of excessive salivation, feel of nervousness, pain present in the foot, greenish discoloration of skin. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram,"
Z44,Aññāṉattampam,"Laryngeal carcinoma It is characterized by pain present in the larynx, closure of eyelids, breathlessness, dryness of mouth, pain in the chest. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
Z45,Cirakkampa Vātam,"Cerebral palsy It is characterized by pain in the neck radiating up to upper limbs, restricted movements, loss of hearing, loss of memories, sleep, and heaviness of head. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets"
Z46,Catastampa Vātam,"Hyperthyrodisim It is characterized by fatigue, swelling present in the tongue, excessive salivation, loss of taste, swelling present in the body and sometimes in extremities. It is explained by increased aiyam along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr"
Z47,Vaccirarūpa Vātam,"Menengitis It is characterized by inflammation in the heart, eyes look upward and upward, head nodding, fatigue, yawing, dizziness, constipation, decrease output of urine. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕupp"
Z48,Kaṇṭakirākavātam,"Hypertrophy heart diseases It is characterized by pain in the larynx, chest pain, bleeding present in the body, respiratory distress, excessive sweat present in the face, loss of appetite. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennī"
Z49,Nakāri Vātam,"hypothyrodisim It is characterized by pain present in the larynx and in the back, bloating, belching, unable to speak properly, itching present all over the body, swelling present in the upper lip. It is explained by increased vali with aiyam. Among the seven Uṭaṟtātukk"
Z50,Patita Vātam,"Vatham aggrevation with stammering and impotence It is characterized by pain present in the node due to excersice speech, pain present in the fore head, unasle to speak properly, loss of appetite. It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ all seven gets affected."
Z51,Yōṉicūlai Vātam,"Vaginitis It is characterized by air flow from the vagina and anus, pain, cramps in the joints, thighs, incontinence of urine even in sleep. It is explained by increased vali with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected"
Z52,Karppacūlai Vātam,"Lower abdominal pain with accumulation of blood in uterus It is characterized by accumulation of air in the abdomen during pregnancy, which cause barrier to sex, distress, expulsion of air. It is explained by increased vali with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
Z53,Aṣṭacūlai Vātam,"Aggrevation of vatham and pittham causing inflammation of cervix and ovary It is characterized by constipation, accumulation of air in the abdomen sometimes it may expels through vagina, pain in the vagina region, watery discharge, tooth biting, stomach pain. It is explained by increased vali with Aẕal. Among the seven Uṭaṟtātu"
Z54,Kuṭal Vātam,"hernia It is characterized by accumulation air in the intestine, causing gripping pain in the loin and groin region, distress, swelling increases pain increases, fever, cold, heaviness in the head. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ"
Z55,Acuva Vātam,"Filarial scrotum It is characterized by itching present in the abdomen, swelling present in the scrotum, that makes distress, fluid accumulation present sometimes, scrotum will pull inside, that makes pain, itching present in the scrotum. It is explained by increased vali"
Z56,Meccu Vātam,"Urinary tract infection It is characterized by fatigue, yawning, laziness, accumulation of air in the genitals that cause shrinkage of the penis, depression and faint. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z57,Mūṭu Vātam,"Aggrevation of vatha causing pain in the nape of the neck, anal canal and penis It is characterized by pain present in the nape of the neck, unable to mobilize downwards, unable to rotate, pain present in the genitals and in the thigh region. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets a"
Z58,Vacu Vātam,"Due to aggrevation of vatha shrinking of the intestine and dryness and plascitity of skin It is characterized by loss of weight, intestine will be shrunken, itching and dryness present in the skin, excessive weight gain, loss of appetite, plasticity of skin. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and"
Z59,Pījastampa Vātam,"Orchitis It is characterized by pain present in the penis, unable to urinate, painful scrotum, depression. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
Z60,Tantira Veṭṭi Vātam,"Hydrocele It is characterized by accumulation of water in the scrotum, scrotal tissues become painful and producing the sounds as of gut, abdominal pain. It is explained by increased vali with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z61,Vātacurōṇitam,"Polyarthritis It is characterized by pain present in the major and minor joints, restricted movements, loss of appetite, sleepy, excessive salivation. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
Z62,Cittuvāta Curōṇitam,"burning sensation all over the body with odema and inflammation It is characterized by accumulation of air in the whole body, dryness, oedema all over the body, burning sensation, pain over the nerve endings. It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu"
Z63,Vaikita Vāta Curōṇitam,"Pemphis vulgaris It is characterized by eruptive swellings which is swollen and sometimes discharge of blood, fever, irritation, cough, unable to touch, disgusting appearance. It is explained by increased aiyam with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, K"
Z64,Utira Vāta Curōṇitam,"Rheumatoid arthritis (Initial stage) It is characterized by swelling of major and minor joints, increased pain, stress, loss of appetite, restricted movements, swollen joints. It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets"
Z65,Payittiya Vāta Curōṇitam,"Rheumatoid arthritis, Rheumatic fever (Later stage) It is characterized by swelling of major and minor joints, increased pain, stress, loss of appetite, restricted movements, swollen joints later it affects the heart.It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ū"
Z66,Cilēṭṭumavāta Curōṇitam,"Tuberculosis abdomen It is characterized by swelling present in the stomach, intolerance to cold, pricking pain as of scorpion bite, breathlessness, pain in the head and forehead, dryness of mouth, irritation, depression. It is explained by increased vali. Among the seven Uṭa"
Z67,Utaravāta Curōṇitam,"Petichial haemorrhage It is characterized by bleeding in the peripheral nerves, headache, feeling unconscious, emaciation, excessive thirst, increased appetite. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z68,Kuṇa Avatāṉakam,"Abortion It is characterized by expulsion of foetus within three months, burning sensation, anger, abdomen will shrink completely. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z69,Kaṇṭaka Avatāṉakam,"Pre eclampsia It is characterized by seizures after the delivery, pain present in the nose and eyebrows, pain in the tongue, dentures and inner dentin. It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets af"
Z70,Ciṟukampa Avatāṉakam,"Age related hyperkyhosis It is characterized by bending of spine due to age, unable to look straight, restricted movements, pain all over the body. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
Z71,Vātattalai Nōkkāṭu,"Vatha aggrevation and headache It is characterized by heaviness of head, head ache, pain in the both ears, nose, forehead. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
Z72,Pittattalai Nōkkāṭu,"Maxillary sinisitis It is characterized by pain present when head down, rattle sound heard in ear, excessive secretion, pain on the tongue, loss of hearing, continuous eye brow blinking. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram"
Z73,Cilēṭṭuma Talai Nōkkāṭu,"Aiya aggrevation and head ache It is characterized by head ache due to exposure of cold, drinking chilled water, overwhelming chills causes pain in the face, excessive dryness and loss of appetite. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram,"
Z74,Caṉṉivāta Nōkkāṭu,"Mukkutra aggrevation and head ache It is characterized by head ache due to stress, depression, excessive arguments, pain in the calf muscle, unable to speak properly, loss of intelligent quotient. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕupp"
Z75,Iratta Pitta Nōkkāṭu,"Occital head ache due hypertension It is characterized by head ache present in the occipital region, excessive thirst, breathlessness, body becomes darker. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Eṉpu gets affected."
Z76,Kirumikata Nōkkāṭu,"Ear pain due to infection It is characterized by headache and pain in the nose and eyebrows. Hand and legs become stumble, feeling excited. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z77,Cūriyā Varttam Nōkkāṭu,"Frontal ethmoidal sinisitis It is characterized by pain in the head or side of the head, pain in the eye, nose, and eyebrow. Pain reduces once the sun rises. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z78,Cantirā Varttam Nōkkāṭu,"Maxillary ethmoidal sinisitis It is characterized by pain throughout the body, sneezing and absence of sneezing, painful eyebrow, pain reduces in the dawn. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z79,Karṉāvarttam Nōkkāṭu,"Pain in the ears It is characterized by ear ache, sometimes bleeding, tumour will present, frequent headache, and upset, loss of appetite and sleep. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z80,Oru Talaiyiṉ Vartam,"Cluster headache It is characterized by headache, like splitting the head, blinking eyes due to burning sensation, shivering, loss of appetite, loss of hair. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z81,Vātakarṉa Cūlai,"Pain in the ears due to aggrevation of vatha It is characterized by discharge present in the ears, hearing noise in the ear, equilibrium disturbances, unable to tolerate external sounds. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z82,Pittakarṇa Cūlai,"Pain in the ears due to aggrevation of azhal It is characterized by pain present in both ears, sometimes bleeding, foul smell odour, heaviness of head, excessive discharge. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z83,Cilēṭṭuma Karṇa Cūlai,"Pain in the ears due to aggrevation of aiyam It is characterized by pain present in both ears, pain aggravates due to external objects, decreased sense of hearing, wax present in the ear. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, gets affected."
Z84,Kirumikarṉa Cūlai,"Pain in ears due to infestations It is characterized by pain in the ears due to worm infestations, sometimes bleeding present, decreased sense of hearing. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ, gets affected."
Z85,Tanta Vāyu,"Pain in tooth It is characterized by tooth ache, pain increased on having cool items, sometimes pain radiates to whole face due to nerve involvement. When inflammation occurs again, the joints can cause ulcers and pain in the teeth, stabbing head ache, incontinence of"
ZA,,
ZAA,Vaḷi,
ZAA1.1,Vaḷi Cūlai,"Pain in the extremities It is characterized by weakness of the extremities of the body with increased sleep, chillness of the body and burning micturation It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr and Ūṉ gets affected."
ZAA1.2,Mēkacūlai,"pricking pain in the extremities It is characterized by the pricking pain of the extremities, constipation, hyperhydrosis, pain and swelling in the joints, loss of weight. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affect"
ZAA1.3,Muṟicūlai,"Spasmodic pain in the abdomen It is characterized by the spasmodic pain in the abdomen with head ache, nausea, flatulance and pain in the penis. It is explained by increased vali (Abanan). Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAA1.4,Kuṉmacūlai,"Pain in the abdomen It is characterized by constipation, urinary obstruction, flatulance, breathlessness, dryness of the body and tastelessness It is explained by increased Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAA1.5,Curacūlai,"Pain all over the body and fever It is characterized by fever with body ache, bleeding in the oral cavity, abdominal pain and indigesion. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ gets affected."
ZAA1.6,Pakkacūlai,"Intolerable pricking pain in the chest It is explained by intolerable pricking pain in the chest, swelling in the flanks, headache, body pain, fever, tiredness and dyspnoea. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
ZAA1.7,Kaṟpacūlai,"pain and sewlling in the uterus It is characterized by the fever, bleeding and stgnation of blood in the uterus, Abdominal swelling like pregnancy and pain in the anus. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affect"
ZAA1.8,Tūracūlai,"Abdomen pain and flatulance It is characterized by the Excessive salivation, heart burn, flautalnce, urinary obstruction and constipation. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
ZAB,Aẕal,
ZAB1.1,Aẕal Cūlai,"Weakeness and pain in the whole body It is characterized by loss of weight with pain in whole body, depression, giddiness and weakness of the body. It is explained by increased Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAB1.2,Ularttucūlai,"Dryness and pain in the whole body It is characterized by dryness of the body with pain in the whole body and oedema. It is explained by increased Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAB1.3,Kaṟaicūlai,"Pricking pain in the palm and sole It is characterized by the burning sensation, pricking pain and sweating in the palm and sole. It is explained by increased Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAC,Aiyam,
ZAC1.1,Aiya Cūlai,"Pain in the lower abdomen It is characterized by lower abdominal pain with throat congestion, increased body temprature and sweating It is explained by increased aiyam. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAC1.2,Āma Cūlai,"Pain in the flanks It is characterized by pain in the flanks due to indigesion, taking more quantity of water, taking more quantity of sweet, bitter and sour. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affec"
ZAC1.3,Ukkāra Cūlai,"Muscular growth in the abdoemn and pelvis It is characterized by muscular growth develop in the pelvis, abdomen, thorax with burning micturation and giddiness. It is explained by increased vali along with Aẕal. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ZAC1.4,Nitampacūlai,"Muscular growth in the auterus It is characterized byulcer, pus collection, and extra growth in the uterus. Pain in the vagina and anus. Swelling in the extremeirtis and face. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets"
Z$,Aẕal (Pitta) Nōykaḷ,
Z$1,Āvuru Pittam,"Pittha aggrevation and delirium It is characterized by excessive thirst, cough with expectoration, obesity, increased body temperature, sour taste in the mouth and yellowish discolouration of faeces and urine. Other symptoms like looking steadfast here and there with talking, dancing an"
Z$2,Āmila Pittam,"Aggrevation of pittham and malnutrition and dyspepsia It is characterized by blackish discolouration of body, turning the head in a frenzy of excitement, vomiting of the undigested food the next day, the vomit having a sour and bitter taste, feeling of tiredness in the extremities, hiccup and distention o"
Z$3,Uṉmāta Pittam,"Depressive pyschosis due to aggrevated piththam It is characterized by excessive appetite and headache. Sitting always in the same place, being like a dumb person, sleeplessness, dribbling of saliva from the mouth and mental confusion are the other symptoms. Other symptoms like katatonic schizophrenia,"
Z$4,Tamanta Pittam,"Depressive pyschosis due to aggrevated piththam It is characterized by dryness of the tongue and yellowish discolouration in the lower part of the tongue are also present. He would be like a dead body and give no response to any call. Frequent thirst, excessive intake of food and maintaining a silent m"
Z$5,Vāta Pittam,Vitreous opacity It is characterized by irritation and burning sensation in the eyes. Vitreous objects will also be seen by the eyes. Lacrimation will also be present in the eyes and the eyes will be in a state of irritable condition. The person will also have sweat all o
Z$6,Vaṉṉi Pittam,"Gastritis It is characterized by pain in the stomach, burning pain will go up to head as a fire, there will be loose motion with blood and mucous, sometimes it will be black in colour, pale body, giddiness and syncope, dyspepsia, burnt condition of the tongue, and"
Z$7,Cilēṭṭuma Pittam,"Aggrevation of pittham due to aiyam It is characterized by paleness all over the body with rigour and body pain, getting angry, syncope, mental upset, cough, green discolouration of the eyes, excessive appetite, frequent sneezing and headache will manifest. It is explained by increased Aẕ"
Z$8,Curōṇita Pittam,"Menopausal arthritis It is characterized by pain all over the body and joints get diseased.The pain in the body will be like that of a thorn pricking the body, excessive thirst, weakness of the body, increased headache, mental weakness, vomiting and expectoration will be pres"
Z$9,Vikāra Pittam,"Aggrevation of pittham and hallucination It is characterized by loss of sleep, bitterness in the mouth, unwillingness to speak, inflamed and reddish eyes, pallor on the body, pain and burning sensation in the body, vomiting, syncope, unsteadiness of mind, excessive salivation, dyspepsia a"
Z$10,Viraṇa Pittam,"Aggrevation of pittham causing wounds and dermatitis It is characterized by parasthesia, swelling, itching and ulceration in the body. Bitterness of mouth, irregular pulse (arrythmia), reddish colouration of penis (inflamed penis), awakening from the sleep in fear, and excessive salivation will be present."
Z$11,Uratta Pitta Vātam,"Purpura It is characterized by excess anger, frequent fighting tendencies, making a noise by excessive shouting, frequent diarrhoea, not being able to understand which is good or bad, reddish eyes, sleeplessness and becoming obese day by day. It is explained by i"
Z$12,Iratta Pittam,"Hypertension It is characterized by severe cough with expectoration and sputum with blood. The body gets emaciated day by day, lower abdomen goes inward, saliva will be with fleshy smell, body gets weakened, severe pain will be present in the hip region. It is explain"
Z$13,Kāca Pittam,"Pharyngitis It is characterized by cough, stomach disturbances, hiccup, vomiting, pain in the whole body, dryness of the body due to excessive body heat, hoarseness of voice, excessive salivation, desire for sweet substances, sorrowfulness and heaviness of chest. It"
Z$14,Cuvāca Pittam,"Bronchitis It is characterized by dyspnoea, symptoms of bronchial asthma, abdominal distension, pain all over the body, excessive salivation like a fountain, syncope, dimness of vision, cough with severe chest pain and loss of appetite. It is explained by increased"
Z$15,Cem Pittam,"Aggrevation of pittham causing haemataemsis and malena It is characterized by vomiting, copper metallic taste in the mouth and vomit will be reddish in colour, constipation, stool will be reddish in colour, sweating, syncope, sweat reddish in colour, frequent fear. Body will be reddish like morning sun. It is"
Z$16,Karum Pittam,"Aggrevation of pittham associated with black colour vomiting It is characterized by lassitude and shivering of the body and head. Other symptoms like headache, sleep following the headache, redness at the edge of eyes, seeing of vitreous objects, body becoming obese due to excess pittha, loss of taste in the tongue"
Z$17,Karappāṉ Pittam,"Dermatitis It is characterized by itching all over the body with severe pain, eruptions, frequent diarrhoea with a rumbling stomach, cough with tightness of chest, legs becoming weakened, pain and paraesthesia in the hip, body becomes blackened. It is explained"
Z$18,Acīraṇa Pittam,"Indigestion It is characterized by heaviness of stomach, loss of appetite, blackish colouration of the body, shivering, constipation, eye sore with lacrimation, headache, rumbling noise in the stomach, pain in the lower abdomen, dyspepsia, weakness in hand"
Z$19,Aruci Pittam,"Pitham and dyspepsia It is charcterised by tastelessness, refusing to eat, vomiting with stomach disturbance, mental confusion, giddiness and syncope. There will be thickness and loss of sensation at the lower part of the tongue, sleeplessness and burning sensation of the mou"
Z$20,Eripittam,"Peripheral Neuralgia It is characterized by burning sensation present in the lower thigh, sole of both legs, eyes and palms, dryness in both nostrils and ears, numbness in the back and in both legs and hands, burning sensation is unbearable and so the person will very much"
Z$21,Aẕal Pittam,"Pittham caused due to increased degradation of five elements of pittha It is characterized by pallor of the body and redness at the edge of eyes, hair gets greyed even in a young age, person would act in such a way that he is very intelligent and is a master of several arts and sciences, more involvement in sexual activities"
Z$22,Tuṭi Pittam,"Palpitation and tremors in the body parts It is characterized by twitching all over the body, pallor on the body with central cyanosis, tastelessness, dyspepsia, dyspnoea on running a small distance, dislike of women and frequent quarrelling with everybody will also be present. It is explained"
Z$23,Viṭa Pittam,"Toxicity caused due to aggrevation ofpittham It is characterized by tiredness and bedridden, desire to tell about his illness to those whom he meets, toxicity in this disease will go up and down from head to foot, pain present all over the body and he will not be able to eat any food. This disease"
Z$24,Aticāra Pittam,"Diarrohea due to pittha aggrevation It is characterized by rumbling noise in the stomach, diarrhoea with pain in the lower abdomen, flatulence of abdomen, pricking pain along the sides of chest or in the rib area, and pain in joint. Burning sensation and pricking pain will be present in the"
Z$25,Mūla Pittam,"Haemorroids due to pittha aggrevation It is characterized by noisy diarrhoea, mental depression and anger, mental confusion, there will be a projected pile mass in the anal cavity, pain present in lower thigh, pallor of body, irritation in the eyes, anasarca, and excess sleep with a lazy feel"
Z$26,Mutir Pittam,"Aggrevation of pittham and vesiculation It is characterized by small vesicles all over the body as that of smallpox. Ulcer will form on burst openings of vesicles. The whole body will become yellowish in colour, urine and faeces will be decreased, the pulse will be very faintly pronounced. It"
Z$27,Kaṇṭa Pittam,"Laryngitis It is characterised by vomiting with bitter taste, at that time the throat and neck will be in severe pain, throat will be watery, tongue will be dry, a roaring noise will be heard in the ear.Tonic fits will occur. It is explained by increased Aẕal. A"
